order_id,ratings,complaint_type
1454,2,Slow service
1455,4,
1456,4,
1457,2,Slow service
1457,4,
1457,3,unsatisfied with food taste
1457,3,unsatisfied with food taste
1457,2,Slow service
1457,4,
1457,5,
1457,4,
1457,4,
1457,4,
1458,4,
1458,3,unsatisfied with food taste
1458,4,
1458,4,
1459,1,Slow service
1459,3,unsatisfied with food taste
1460,3,unsatisfied with food taste
1461,1,Slow service
1461,4,
1461,4,
1461,3,unsatisfied with food taste
1461,5,
1462,2,Slow service
1463,3,unsatisfied with food taste
1464,2,Slow service
1465,1,Slow service
1465,4,
1466,3,unsatisfied with food taste
1466,3,unsatisfied with food taste
1467,3,unsatisfied with food taste
1468,4,
1468,3,unsatisfied with food taste
1469,3,unsatisfied with food taste
1469,3,unsatisfied with food taste
1470,2,Slow service
1470,2,Slow service
1471,3,unsatisfied with food taste
1471,4,
1471,4,
1471,1,Slow service
1472,4,
1472,3,unsatisfied with food taste
1473,4,
1473,4,
1474,4,
1474,3,unsatisfied with food taste
1475,1,Slow service
1475,4,
1475,3,unsatisfied with food taste
1475,3,unsatisfied with food taste
1476,3,unsatisfied with food taste
1477,3,unsatisfied with food taste
1478,2,Slow service
1478,3,unsatisfied with food taste
1478,1,Slow service
1478,4,
1479,3,unsatisfied with food taste
1479,2,Slow service
1480,2,Slow service
1480,3,unsatisfied with food taste
1481,2,Slow service
1481,3,unsatisfied with food taste
1482,4,
1483,3,unsatisfied with food taste
1483,4,
1483,3,unsatisfied with food taste
1484,3,unsatisfied with food taste
1484,2,Slow service
1484,4,
1485,4,
1485,3,unsatisfied with food taste
1486,3,unsatisfied with food taste
1487,4,
1488,3,unsatisfied with food taste
1488,3,unsatisfied with food taste
1489,3,unsatisfied with food taste
1490,1,Slow service
1490,3,unsatisfied with food taste
1490,1,Slow service
1490,4,
1491,3,unsatisfied with food taste
1492,1,Slow service
1492,2,Slow service
1492,4,
1492,4,
1493,2,Slow service
1494,1,Slow service
1494,4,
1494,3,unsatisfied with food taste
1495,3,unsatisfied with food taste
1495,3,unsatisfied with food taste
1495,2,Slow service
1496,4,
1497,3,unsatisfied with food taste
1497,2,Slow service
1497,2,Slow service
1498,4,
1499,3,unsatisfied with food taste
1500,5,
1500,4,
1500,3,unsatisfied with food taste
1500,4,
1501,4,
1501,3,unsatisfied with food taste
1501,4,
1501,1,Slow service
1502,3,unsatisfied with food taste
1502,1,Slow service
1503,4,
1504,4,
1504,1,Slow service
1504,3,unsatisfied with food taste
1504,3,unsatisfied with food taste
1504,2,Slow service
1504,4,
1504,2,Slow service
1504,4,
1504,1,Slow service
1504,3,unsatisfied with food taste
1505,2,Slow service
1505,5,
1505,1,Slow service
1505,4,
1506,5,
1507,2,Slow service
1508,4,
1509,5,
1509,3,unsatisfied with food taste
1509,4,
1509,4,
1509,4,
1510,3,unsatisfied with food taste
1511,3,unsatisfied with food taste
1512,2,Slow service
1513,2,Slow service
1513,3,unsatisfied with food taste
1514,2,Slow service
1514,3,unsatisfied with food taste
1515,3,unsatisfied with food taste
1516,1,Slow service
1516,4,
1517,4,
1518,1,Slow service
1519,4,
1520,3,unsatisfied with food taste
1520,1,Slow service
1521,4,
1521,1,Slow service
1522,1,Slow service
1522,2,Slow service
1522,4,
1522,2,Slow service
1523,3,unsatisfied with food taste
1524,4,
1525,2,Slow service
1526,3,unsatisfied with food taste
1527,1,Slow service
1527,3,unsatisfied with food taste
1528,3,unsatisfied with food taste
1529,4,
1529,1,Slow service
1530,2,Slow service
1530,3,unsatisfied with food taste
1531,4,
1532,1,Slow service
1532,4,
1533,3,unsatisfied with food taste
1533,2,Slow service
1534,4,
1534,3,unsatisfied with food taste
1534,4,
1535,1,Slow service
1535,4,
1535,2,Slow service
1535,4,
1536,3,unsatisfied with food taste
1536,2,Slow service
1536,4,
1537,4,
1538,1,Slow service
1538,4,
1538,3,unsatisfied with food taste
1539,2,Slow service
1539,1,Slow service
1539,1,Slow service
1540,4,
1540,4,
1541,1,Slow service
1542,4,
1542,2,Slow service
1542,4,
1542,4,
1543,1,Slow service
1543,1,Slow service
1544,4,
1544,1,Slow service
1545,3,unsatisfied with food taste
1546,1,Slow service
1547,1,Slow service
1547,1,Slow service
1548,4,
1548,4,
1549,4,
1550,3,unsatisfied with food taste
1550,3,unsatisfied with food taste
1551,4,
1552,3,unsatisfied with food taste
1553,4,
1554,2,Slow service
1554,3,unsatisfied with food taste
1554,4,
1555,2,Slow service
1556,3,unsatisfied with food taste
1556,4,
1557,4,
1558,4,
1558,1,Slow service
1559,3,unsatisfied with food taste
1560,3,unsatisfied with food taste
1560,3,unsatisfied with food taste
1561,3,unsatisfied with food taste
1562,4,
1563,1,Slow service
1563,4,
1564,4,
1564,3,unsatisfied with food taste
1564,3,unsatisfied with food taste
1564,4,
1565,4,
1565,4,
1565,2,Slow service
1565,1,Slow service
1566,4,
1567,3,unsatisfied with food taste
1567,3,unsatisfied with food taste
1567,2,Slow service
1568,4,
1568,4,
1568,4,
1568,4,
1569,3,unsatisfied with food taste
1569,2,Slow service
1569,3,unsatisfied with food taste
1569,3,unsatisfied with food taste
1569,4,
1569,1,Slow service
1569,4,
1569,2,Slow service
1569,3,unsatisfied with food taste
1569,2,Slow service
1569,4,
1569,4,
1569,3,unsatisfied with food taste
1570,4,
1571,4,
1572,4,
1572,3,unsatisfied with food taste
1572,1,Slow service
1573,3,unsatisfied with food taste
1574,3,unsatisfied with food taste
1574,4,
1574,4,
1575,3,unsatisfied with food taste
1576,2,Slow service
1576,4,
1577,3,unsatisfied with food taste
1578,3,unsatisfied with food taste
1578,2,Slow service
1578,4,
1578,3,unsatisfied with food taste
1579,1,Slow service
1579,4,
1580,3,unsatisfied with food taste
1580,5,
1581,1,Slow service
1582,4,
1582,4,
1582,2,Slow service
1582,1,Slow service
1583,4,
1583,1,Slow service
1584,4,
1584,4,
1585,3,unsatisfied with food taste
1585,4,
1585,3,unsatisfied with food taste
1586,4,
1586,3,unsatisfied with food taste
1586,3,unsatisfied with food taste
1587,3,unsatisfied with food taste
1588,1,Slow service
1588,2,Slow service
1589,2,Slow service
1589,3,unsatisfied with food taste
1589,3,unsatisfied with food taste
1590,1,Slow service
1590,2,Slow service
1590,3,unsatisfied with food taste
1590,2,Slow service
1591,3,unsatisfied with food taste
1591,4,
1591,4,
1591,1,Slow service
1592,1,Slow service
1593,1,Slow service
1593,3,unsatisfied with food taste
1593,4,
1593,4,
1594,3,unsatisfied with food taste
1595,2,Slow service
1595,2,Slow service
1596,3,unsatisfied with food taste
1596,3,unsatisfied with food taste
1597,4,
1598,4,
1598,4,
1599,4,
1599,2,Slow service
1600,2,Slow service
1600,3,unsatisfied with food taste
1601,2,Slow service
1601,2,Slow service
1602,2,Slow service
1602,3,unsatisfied with food taste
1603,2,Slow service
1604,3,unsatisfied with food taste
1604,1,Slow service
1605,3,unsatisfied with food taste
1605,4,
1606,2,Slow service
1606,3,unsatisfied with food taste
1607,3,unsatisfied with food taste
1607,4,
1607,1,Slow service
1608,4,
1609,3,unsatisfied with food taste
1609,5,
1610,1,Slow service
1611,2,Slow service
1611,1,Slow service
1611,3,unsatisfied with food taste
1611,1,Slow service
1612,3,unsatisfied with food taste
1612,3,unsatisfied with food taste
1613,3,unsatisfied with food taste
1613,4,
1613,1,Slow service
1613,3,unsatisfied with food taste
1614,3,unsatisfied with food taste
1614,4,
1615,4,
1616,3,unsatisfied with food taste
1616,2,Slow service
1617,3,unsatisfied with food taste
1617,4,
1618,4,
1618,3,unsatisfied with food taste
1618,3,unsatisfied with food taste
1618,4,
1619,2,Slow service
1619,1,Slow service
1620,1,Slow service
1620,3,unsatisfied with food taste
1621,3,unsatisfied with food taste
1622,4,
1622,4,
1623,4,
1624,2,Slow service
1625,3,unsatisfied with food taste
1626,4,
1627,3,unsatisfied with food taste
1628,1,Slow service
1628,4,
1628,1,Slow service
1629,4,
1629,3,unsatisfied with food taste
1629,2,Slow service
1630,2,Slow service
1630,3,unsatisfied with food taste
1630,2,Slow service
1631,1,Slow service
1631,1,Slow service
1632,4,
1632,2,Slow service
1632,3,unsatisfied with food taste
1633,2,Slow service
1633,3,unsatisfied with food taste
1633,4,
1634,4,
1635,4,
1636,1,Slow service
1637,4,
1637,4,
1637,4,
1638,4,
1638,2,Slow service
1638,2,Slow service
1638,4,
1639,3,unsatisfied with food taste
1639,1,Slow service
1639,4,
1639,3,unsatisfied with food taste
1639,3,unsatisfied with food taste
1639,2,Slow service
1639,2,Slow service
1639,3,unsatisfied with food taste
1640,4,
1641,5,
1641,3,unsatisfied with food taste
1642,3,unsatisfied with food taste
1642,1,Slow service
1642,4,
1642,3,unsatisfied with food taste
1643,4,
1643,4,
1643,4,
1644,3,unsatisfied with food taste
1644,4,
1644,4,
1645,3,unsatisfied with food taste
1646,4,
1646,3,unsatisfied with food taste
1646,2,Slow service
1647,3,unsatisfied with food taste
1648,3,unsatisfied with food taste
1648,4,
1648,1,Slow service
1648,2,Slow service
1649,4,
1650,3,unsatisfied with food taste
1650,4,
1650,3,unsatisfied with food taste
1650,4,
1651,4,
1652,1,Slow service
1652,3,unsatisfied with food taste
1653,1,Slow service
1653,3,unsatisfied with food taste
1654,2,Slow service
1654,4,
1655,4,
1655,3,unsatisfied with food taste
1655,4,
1656,4,
1656,3,unsatisfied with food taste
1656,3,unsatisfied with food taste
1656,3,unsatisfied with food taste
1657,3,unsatisfied with food taste
1657,3,unsatisfied with food taste
1658,4,
1658,3,unsatisfied with food taste
1659,4,
1659,2,Slow service
1659,2,Slow service
1659,1,Slow service
1660,3,unsatisfied with food taste
1661,5,
1661,3,unsatisfied with food taste
1662,3,unsatisfied with food taste
1663,2,Slow service
1663,3,unsatisfied with food taste
1663,3,unsatisfied with food taste
1663,4,
1664,3,unsatisfied with food taste
1665,3,unsatisfied with food taste
1665,3,unsatisfied with food taste
1666,3,unsatisfied with food taste
1667,3,unsatisfied with food taste
1668,4,
1668,3,unsatisfied with food taste
1668,4,
1669,3,unsatisfied with food taste
1670,1,Slow service
1670,2,Slow service
1670,3,unsatisfied with food taste
1670,4,
1671,4,
1671,4,
1672,3,unsatisfied with food taste
1673,1,Slow service
1674,4,
1675,1,Slow service
1675,1,Slow service
1675,3,unsatisfied with food taste
1675,1,Slow service
1676,3,unsatisfied with food taste
1677,1,Slow service
1678,3,unsatisfied with food taste
1679,1,Slow service
1680,4,
1681,1,Slow service
1681,2,Slow service
1682,1,Slow service
1682,3,unsatisfied with food taste
1683,4,
1684,3,unsatisfied with food taste
1684,3,unsatisfied with food taste
1684,3,unsatisfied with food taste
1684,1,Slow service
1684,3,unsatisfied with food taste
1684,2,Slow service
1685,3,unsatisfied with food taste
1685,1,Slow service
1685,3,unsatisfied with food taste
1685,3,unsatisfied with food taste
1685,3,unsatisfied with food taste
1685,5,
1685,3,unsatisfied with food taste
1685,4,
1685,3,unsatisfied with food taste
1685,4,
1685,4,
1685,2,Slow service
1685,1,Slow service
1686,4,
1686,3,unsatisfied with food taste
1686,3,unsatisfied with food taste
1686,4,
1687,4,
1687,2,Slow service
1688,4,
1689,4,
1690,3,unsatisfied with food taste
1691,2,Slow service
1692,2,Slow service
1693,3,unsatisfied with food taste
1694,4,
1695,3,unsatisfied with food taste
1695,4,
1696,3,unsatisfied with food taste
1696,1,Slow service
1697,4,
1697,1,Slow service
1698,3,unsatisfied with food taste
1698,3,unsatisfied with food taste
1698,4,
1699,4,
1700,3,unsatisfied with food taste
1701,3,unsatisfied with food taste
1702,1,Slow service
1703,4,
1703,4,
1704,1,Slow service
1704,4,
1704,4,
1704,3,unsatisfied with food taste
1705,4,
1705,3,unsatisfied with food taste
1706,3,unsatisfied with food taste
1707,3,unsatisfied with food taste
1707,4,
1708,4,
1709,4,
1709,3,unsatisfied with food taste
1709,2,Slow service
1710,3,unsatisfied with food taste
1710,1,Slow service
1710,1,Slow service
1711,4,
1712,3,unsatisfied with food taste
1712,4,
1713,3,unsatisfied with food taste
1714,3,unsatisfied with food taste
1715,4,
1715,4,
1715,3,unsatisfied with food taste
1715,2,Slow service
1716,1,Slow service
1716,3,unsatisfied with food taste
1717,4,
1718,1,Slow service
1718,4,
1718,1,Slow service
1718,2,Slow service
1719,1,Slow service
1720,2,Slow service
1720,1,Slow service
1721,4,
1721,5,
1722,4,
1723,2,Slow service
1724,4,
1725,4,
1725,4,
1726,4,
1726,3,unsatisfied with food taste
1727,3,unsatisfied with food taste
1727,2,Slow service
1728,4,
1728,4,
1729,4,
1730,3,unsatisfied with food taste
1730,3,unsatisfied with food taste
1730,4,
1731,2,Slow service
1732,4,
1732,5,
1732,4,
1733,4,
1734,1,Slow service
1734,3,unsatisfied with food taste
1734,1,Slow service
1734,5,
1734,4,
1734,4,
1734,4,
1734,1,Slow service
1734,3,unsatisfied with food taste
1734,4,
1734,1,Slow service
1734,4,
1734,1,Slow service
1735,3,unsatisfied with food taste
1736,5,
1737,2,Slow service
1737,2,Slow service
1737,1,Slow service
1738,1,Slow service
1738,1,Slow service
1738,4,
1738,4,
1739,4,
1739,2,Slow service
1740,5,
1741,2,Slow service
1742,3,unsatisfied with food taste
1743,4,
1744,4,
1744,1,Slow service
1744,4,
1745,2,Slow service
1745,1,Slow service
1745,3,unsatisfied with food taste
1745,4,
1746,3,unsatisfied with food taste
1747,1,Slow service
1747,3,unsatisfied with food taste
1748,4,
1749,5,
1749,1,Slow service
1749,2,Slow service
1750,4,
1750,4,
1751,3,unsatisfied with food taste
1751,2,Slow service
1752,4,
1752,2,Slow service
1753,4,
1753,4,
1754,1,Slow service
1754,2,Slow service
1754,3,unsatisfied with food taste
1754,4,
1755,1,Slow service
1755,3,unsatisfied with food taste
1756,3,unsatisfied with food taste
1757,4,
1757,3,unsatisfied with food taste
1758,2,Slow service
1758,2,Slow service
1759,3,unsatisfied with food taste
1759,1,Slow service
1759,3,unsatisfied with food taste
1759,2,Slow service
1760,3,unsatisfied with food taste
1761,3,unsatisfied with food taste
1762,2,Slow service
1763,1,Slow service
1764,4,
1764,4,
1764,4,
1765,4,
1765,3,unsatisfied with food taste
1766,3,unsatisfied with food taste
1767,4,
1767,4,
1767,4,
1767,2,Slow service
1768,4,
1769,3,unsatisfied with food taste
1769,4,
1770,3,unsatisfied with food taste
1771,3,unsatisfied with food taste
1771,3,unsatisfied with food taste
1772,4,
1773,4,
1773,5,
1773,4,
1773,4,
1774,4,
1775,4,
1776,1,Slow service
1776,4,
1776,3,unsatisfied with food taste
1777,1,Slow service
1778,4,
1779,4,
1780,4,
1781,3,unsatisfied with food taste
1781,1,Slow service
1782,3,unsatisfied with food taste
1782,3,unsatisfied with food taste
1783,4,
1784,3,unsatisfied with food taste
1784,5,
1784,5,
1784,2,Slow service
1785,2,Slow service
1785,4,
1786,2,Slow service
1786,4,
1787,1,Slow service
1787,4,
1787,4,
1788,2,Slow service
1788,1,Slow service
1789,1,Slow service
1789,1,Slow service
1789,2,Slow service
1790,3,unsatisfied with food taste
1791,2,Slow service
1791,3,unsatisfied with food taste
1791,2,Slow service
1791,3,unsatisfied with food taste
1792,2,Slow service
1792,3,unsatisfied with food taste
1792,3,unsatisfied with food taste
1793,2,Slow service
1793,3,unsatisfied with food taste
1793,1,Slow service
1794,3,unsatisfied with food taste
1795,3,unsatisfied with food taste
1795,1,Slow service
1795,4,
1795,4,
1795,2,Slow service
1795,3,unsatisfied with food taste
1795,4,
1795,3,unsatisfied with food taste
1795,1,Slow service
1795,3,unsatisfied with food taste
1795,4,
1796,2,Slow service
1796,4,
1796,2,Slow service
1796,3,unsatisfied with food taste
1796,1,Slow service
1796,2,Slow service
1797,3,unsatisfied with food taste
1797,2,Slow service
1798,3,unsatisfied with food taste
1799,4,
1800,1,Slow service
1801,3,unsatisfied with food taste
1801,4,
1801,3,unsatisfied with food taste
1801,3,unsatisfied with food taste
1801,4,
1802,3,unsatisfied with food taste
1802,4,
1802,3,unsatisfied with food taste
1802,3,unsatisfied with food taste
1803,4,
1803,2,Slow service
1803,4,
1804,2,Slow service
1804,4,
1805,2,Slow service
1805,2,Slow service
1806,3,unsatisfied with food taste
1806,5,
1806,3,unsatisfied with food taste
1807,3,unsatisfied with food taste
1807,4,
1807,4,
1808,4,
1808,4,
1809,4,
1809,1,Slow service
1810,3,unsatisfied with food taste
1811,3,unsatisfied with food taste
1811,4,
1811,4,
1812,4,
1812,4,
1813,1,Slow service
1813,3,unsatisfied with food taste
1814,4,
1814,3,unsatisfied with food taste
1814,2,Slow service
1815,3,unsatisfied with food taste
1815,2,Slow service
1815,4,
1816,3,unsatisfied with food taste
1816,3,unsatisfied with food taste
1816,2,Slow service
1817,4,
1817,3,unsatisfied with food taste
1817,3,unsatisfied with food taste
1818,4,
1818,1,Slow service
1819,3,unsatisfied with food taste
1819,2,Slow service
1819,4,
1820,4,
1820,2,Slow service
1820,4,
1821,2,Slow service
1821,3,unsatisfied with food taste
1822,4,
1822,4,
1823,2,Slow service
1824,3,unsatisfied with food taste
1824,4,
1825,4,
1825,2,Slow service
1825,4,
1826,1,Slow service
1826,2,Slow service
1826,4,
1826,4,
1827,2,Slow service
1827,3,unsatisfied with food taste
1827,4,
1828,1,Slow service
1828,1,Slow service
1828,3,unsatisfied with food taste
1829,4,
1829,4,
1829,4,
1829,4,
1830,4,
1831,3,unsatisfied with food taste
1832,4,
1833,5,
1833,3,unsatisfied with food taste
1834,4,
1834,4,
1835,3,unsatisfied with food taste
1835,3,unsatisfied with food taste
1835,4,
1835,1,Slow service
1836,3,unsatisfied with food taste
1837,3,unsatisfied with food taste
1837,3,unsatisfied with food taste
1837,4,
1837,3,unsatisfied with food taste
1838,2,Slow service
1838,4,
1838,1,Slow service
1839,4,
1840,3,unsatisfied with food taste
1840,3,unsatisfied with food taste
1840,1,Slow service
1840,2,Slow service
1841,1,Slow service
1841,3,unsatisfied with food taste
1842,3,unsatisfied with food taste
1842,4,
1843,2,Slow service
1843,2,Slow service
1844,3,unsatisfied with food taste
1844,4,
1845,3,unsatisfied with food taste
1845,4,
1845,1,Slow service
1845,2,Slow service
1846,2,Slow service
1847,3,unsatisfied with food taste
1848,4,
1848,4,
1849,4,
1849,5,
1849,2,Slow service
1850,2,Slow service
1850,3,unsatisfied with food taste
1851,3,unsatisfied with food taste
1851,2,Slow service
1851,1,Slow service
1851,1,Slow service
1851,4,
1851,4,
1851,1,Slow service
1851,4,
1851,4,
1851,2,Slow service
1851,3,unsatisfied with food taste
1851,4,
1852,4,
1852,2,Slow service
1853,4,
1853,3,unsatisfied with food taste
1854,1,Slow service
1855,4,
1855,3,unsatisfied with food taste
1855,4,
1855,3,unsatisfied with food taste
1856,4,
1857,2,Slow service
1858,3,unsatisfied with food taste
1859,4,
1860,1,Slow service
1861,4,
1862,3,unsatisfied with food taste
1862,4,
1863,4,
1864,4,
1865,1,Slow service
1865,4,
1865,3,unsatisfied with food taste
1865,1,Slow service
1866,1,Slow service
1866,4,
1866,4,
1866,3,unsatisfied with food taste
1866,3,unsatisfied with food taste
1866,4,
1867,4,
1868,3,unsatisfied with food taste
1868,3,unsatisfied with food taste
1869,3,unsatisfied with food taste
1869,1,Slow service
1869,3,unsatisfied with food taste
1869,3,unsatisfied with food taste
1870,4,
1871,4,
1872,4,
1872,3,unsatisfied with food taste
1872,3,unsatisfied with food taste
1872,4,
1873,1,Slow service
1873,3,unsatisfied with food taste
1874,3,unsatisfied with food taste
1875,2,Slow service
1875,1,Slow service
1876,3,unsatisfied with food taste
1876,4,
1876,3,unsatisfied with food taste
1876,2,Slow service
1877,4,
1877,3,unsatisfied with food taste
1878,3,unsatisfied with food taste
1878,2,Slow service
1879,4,
1880,4,
1880,3,unsatisfied with food taste
1880,3,unsatisfied with food taste
1881,1,Slow service
1881,3,unsatisfied with food taste
1882,4,
1882,2,Slow service
1883,4,
1884,3,unsatisfied with food taste
1884,5,
1884,1,Slow service
1884,1,Slow service
1885,1,Slow service
1885,2,Slow service
1885,4,
1885,3,unsatisfied with food taste
1886,3,unsatisfied with food taste
1887,1,Slow service
1887,4,
1887,4,
1887,4,
1887,3,unsatisfied with food taste
1888,3,unsatisfied with food taste
1888,4,
1889,1,Slow service
1889,3,unsatisfied with food taste
1890,4,
1890,3,unsatisfied with food taste
1891,4,
1891,4,
1891,4,
1891,1,Slow service
1892,2,Slow service
1892,4,
1892,4,
1893,2,Slow service
1894,4,
1894,1,Slow service
1895,1,Slow service
1895,3,unsatisfied with food taste
1895,1,Slow service
1895,3,unsatisfied with food taste
1896,3,unsatisfied with food taste
1897,3,unsatisfied with food taste
1897,3,unsatisfied with food taste
1897,4,
1898,4,
1899,2,Slow service
1899,4,
1900,3,unsatisfied with food taste
1901,3,unsatisfied with food taste
1901,3,unsatisfied with food taste
1902,1,Slow service
1902,5,
1903,4,
1904,2,Slow service
1904,5,
1904,1,Slow service
1904,2,Slow service
1905,4,
1905,1,Slow service
1905,4,
1906,4,
1907,3,unsatisfied with food taste
1908,3,unsatisfied with food taste
1909,1,Slow service
1910,3,unsatisfied with food taste
1911,1,Slow service
1912,3,unsatisfied with food taste
1912,3,unsatisfied with food taste
1913,1,Slow service
1914,1,Slow service
1915,4,
1915,4,
1916,2,Slow service
1916,1,Slow service
1917,2,Slow service
1917,4,
1917,3,unsatisfied with food taste
1917,2,Slow service
1918,3,unsatisfied with food taste
1919,3,unsatisfied with food taste
1920,4,
1920,4,
1921,4,
1922,4,
1922,4,
1922,4,
1922,3,unsatisfied with food taste
1923,4,
1923,1,Slow service
1924,2,Slow service
1924,3,unsatisfied with food taste
1924,3,unsatisfied with food taste
1925,1,Slow service
1925,3,unsatisfied with food taste
1926,1,Slow service
1926,3,unsatisfied with food taste
1927,2,Slow service
1927,3,unsatisfied with food taste
1927,2,Slow service
1928,3,unsatisfied with food taste
1929,3,unsatisfied with food taste
1929,3,unsatisfied with food taste
1929,2,Slow service
1929,3,unsatisfied with food taste
1930,4,
1931,2,Slow service
1931,3,unsatisfied with food taste
1932,3,unsatisfied with food taste
1932,3,unsatisfied with food taste
1933,4,
1933,2,Slow service
1933,4,
1933,4,
1934,4,
1935,1,Slow service
1935,3,unsatisfied with food taste
1936,4,
1936,4,
1937,1,Slow service
1938,3,unsatisfied with food taste
1939,4,
1940,4,
1941,4,
1942,4,
1942,1,Slow service
1943,2,Slow service
1943,3,unsatisfied with food taste
1944,4,
1944,3,unsatisfied with food taste
1945,3,unsatisfied with food taste
1946,4,
1946,4,
1946,2,Slow service
1946,2,Slow service
1946,3,unsatisfied with food taste
1946,3,unsatisfied with food taste
1946,3,unsatisfied with food taste
1946,1,Slow service
1947,3,unsatisfied with food taste
1947,3,unsatisfied with food taste
1948,3,unsatisfied with food taste
1948,4,
1948,1,Slow service
1949,3,unsatisfied with food taste
1950,4,
1951,1,Slow service
1951,2,Slow service
1952,2,Slow service
1953,3,unsatisfied with food taste
1954,3,unsatisfied with food taste
1955,4,
1956,3,unsatisfied with food taste
1956,2,Slow service
1956,4,
1957,3,unsatisfied with food taste
1957,2,Slow service
1957,4,
1957,1,Slow service
1957,2,Slow service
1957,4,
1957,3,unsatisfied with food taste
1957,4,
1957,4,
1957,4,
1957,4,
1957,3,unsatisfied with food taste
1957,4,
1957,1,Slow service
1958,3,unsatisfied with food taste
1959,3,unsatisfied with food taste
1960,1,Slow service
1961,3,unsatisfied with food taste
1961,3,unsatisfied with food taste
1962,2,Slow service
1963,3,unsatisfied with food taste
1963,3,unsatisfied with food taste
1963,3,unsatisfied with food taste
1964,2,Slow service
1964,1,Slow service
1964,4,
1965,4,
1965,3,unsatisfied with food taste
1965,3,unsatisfied with food taste
1965,2,Slow service
1966,4,
1966,4,
1966,3,unsatisfied with food taste
1966,3,unsatisfied with food taste
1967,1,Slow service
1967,2,Slow service
1967,4,
1967,3,unsatisfied with food taste
1968,3,unsatisfied with food taste
1968,2,Slow service
1968,4,
1969,2,Slow service
1970,2,Slow service
1971,4,
1971,1,Slow service
1972,1,Slow service
1972,1,Slow service
1972,2,Slow service
1972,5,
1973,2,Slow service
1974,4,
1974,3,unsatisfied with food taste
1974,1,Slow service
1975,1,Slow service
1975,3,unsatisfied with food taste
1976,4,
1976,4,
1976,4,
1977,3,unsatisfied with food taste
1978,1,Slow service
1979,4,
1980,3,unsatisfied with food taste
1981,3,unsatisfied with food taste
1981,1,Slow service
1981,1,Slow service
1981,3,unsatisfied with food taste
1982,3,unsatisfied with food taste
1983,4,
1984,1,Slow service
1984,2,Slow service
1985,1,Slow service
1985,4,
1986,1,Slow service
1986,1,Slow service
1986,3,unsatisfied with food taste
1986,3,unsatisfied with food taste
1987,3,unsatisfied with food taste
1987,4,
1987,3,unsatisfied with food taste
1988,1,Slow service
1988,3,unsatisfied with food taste
1988,3,unsatisfied with food taste
1989,4,
1989,4,
1990,1,Slow service
1990,4,
1990,2,Slow service
1991,4,
1992,3,unsatisfied with food taste
1993,4,
1994,3,unsatisfied with food taste
1994,4,
1994,4,
1994,4,
1995,4,
1995,4,
1995,4,
1995,2,Slow service
1996,1,Slow service
1996,4,
1996,2,Slow service
1997,3,unsatisfied with food taste
1998,3,unsatisfied with food taste
1999,3,unsatisfied with food taste
1999,1,Slow service
1999,2,Slow service
1999,2,Slow service
1999,3,unsatisfied with food taste
1999,3,unsatisfied with food taste
1999,4,
1999,4,
1999,4,
1999,1,Slow service
2000,4,
2000,4,
2000,2,Slow service
2000,4,
2000,4,
2000,4,
2000,3,unsatisfied with food taste
2000,3,unsatisfied with food taste
2000,2,Slow service
2000,1,Slow service
2000,3,unsatisfied with food taste
2001,2,Slow service
2001,4,
2001,4,
2001,4,
2002,2,Slow service
2002,4,
2002,4,
2003,4,
2004,3,unsatisfied with food taste
2004,2,Slow service
2004,3,unsatisfied with food taste
2005,5,
2005,3,unsatisfied with food taste
2005,2,Slow service
2005,3,unsatisfied with food taste
2006,4,
2006,3,unsatisfied with food taste
2006,4,
2006,4,
2007,3,unsatisfied with food taste
2007,4,
2008,3,unsatisfied with food taste
2009,2,Slow service
2010,2,Slow service
2010,4,
2010,3,unsatisfied with food taste
2010,4,
2011,3,unsatisfied with food taste
2011,4,
2011,4,
2011,3,unsatisfied with food taste
2012,3,unsatisfied with food taste
2012,3,unsatisfied with food taste
2013,1,Slow service
2013,1,Slow service
2013,3,unsatisfied with food taste
2014,1,Slow service
2015,1,Slow service
2016,3,unsatisfied with food taste
2016,2,Slow service
2016,3,unsatisfied with food taste
2017,3,unsatisfied with food taste
2017,1,Slow service
2018,3,unsatisfied with food taste
2018,4,
2018,1,Slow service
2018,3,unsatisfied with food taste
2019,4,
2020,1,Slow service
2021,3,unsatisfied with food taste
2021,1,Slow service
2021,4,
2021,1,Slow service
2022,4,
2022,4,
2023,4,
2024,4,
2024,4,
2024,4,
2025,4,
2025,1,Slow service
2026,4,
2027,4,
2027,2,Slow service
2028,1,Slow service
2029,3,unsatisfied with food taste
2029,3,unsatisfied with food taste
2030,1,Slow service
2030,4,
2031,4,
2031,1,Slow service
2031,2,Slow service
2032,2,Slow service
2033,1,Slow service
2033,3,unsatisfied with food taste
2033,5,
2033,2,Slow service
2034,3,unsatisfied with food taste
2034,4,
2035,4,
2036,4,
2036,4,
2036,4,
2037,3,unsatisfied with food taste
2038,4,
2039,3,unsatisfied with food taste
2040,2,Slow service
2041,2,Slow service
2042,4,
2042,4,
2042,5,
2043,2,Slow service
2044,1,Slow service
2044,3,unsatisfied with food taste
2045,3,unsatisfied with food taste
2046,2,Slow service
2046,4,
2047,3,unsatisfied with food taste
2047,4,
2047,3,unsatisfied with food taste
2048,4,
2049,3,unsatisfied with food taste
2049,4,
2049,1,Slow service
2050,3,unsatisfied with food taste
2050,3,unsatisfied with food taste
2050,4,
2050,3,unsatisfied with food taste
2051,2,Slow service
2051,3,unsatisfied with food taste
