order_id,order_type,prep_time,wait_time
1484,In-store,10,14
1484,Online,13,19
1484,In-store,5,9
1485,In-store,5,11
1485,In-store,7,12
1486,In-store,9,11
1487,Online,11,15
1488,Online,10,13
1488,In-store,9,14
1489,In-store,6,13
1490,Online,9,17
1490,In-store,6,12
1490,Online,11,17
1490,Online,9,14
1491,Online,12,14
1492,In-store,9,16
1492,Online,12,17
1492,In-store,10,15
1492,Online,10,13
1493,Online,13,21
1494,In-store,10,18
1494,In-store,8,14
1494,In-store,6,9
1495,In-store,10,15
1495,Online,9,14
1495,In-store,9,17
1496,In-store,6,12
1497,Online,11,15
1497,In-store,10,17
1497,Online,14,20
1498,In-store,7,11
1499,In-store,6,14
1500,In-store,5,8
1500,In-store,10,13
1500,Online,10,12
1500,In-store,9,14
1501,In-store,9,12
1501,In-store,6,10
1501,Online,10,15
1501,Online,14,19
1502,Online,9,11
1502,Online,12,16
1503,In-store,6,9
1504,Online,9,14
1504,Online,11,19
1504,In-store,9,15
1504,In-store,7,13
1504,Online,12,17
1504,In-store,10,12
1504,Online,10,17
1504,In-store,9,14
1504,In-store,10,17
1504,In-store,7,11
1505,In-store,10,18
1505,In-store,5,8
1505,Online,14,21
1505,In-store,6,13
1506,In-store,5,7
1507,Online,9,16
1508,In-store,6,11
1509,In-store,5,7
1509,In-store,6,10
1509,In-store,8,11
1509,In-store,10,13
1509,In-store,9,11
1510,In-store,7,12
1511,In-store,5,13
1512,Online,13,17
1513,Online,13,17
1513,In-store,7,9
1514,In-store,10,18
1514,In-store,8,11
1515,In-store,8,15
1516,Online,13,19
1516,In-store,7,9
1517,Online,11,14
1518,In-store,9,16
1519,In-store,7,10
1520,In-store,6,10
1520,Online,15,20
1521,In-store,9,14
1521,In-store,10,18
1522,Online,15,18
1522,In-store,9,17
1522,In-store,10,14
1522,Online,15,23
1523,In-store,8,12
1524,In-store,8,10
1525,Online,10,17
1526,In-store,10,14
1527,Online,11,18
1527,In-store,6,13
1528,In-store,8,11
1529,In-store,5,10
1529,Online,13,20
1530,Online,13,20
1530,In-store,8,13
1531,In-store,6,12
1532,Online,12,16
1532,In-store,8,15
1533,In-store,8,15
1533,Online,11,17
1534,In-store,10,14
1534,Online,10,13
1534,In-store,9,12
1535,In-store,10,17
1535,In-store,6,10
1535,Online,14,16
1535,In-store,7,9
1536,In-store,7,13
1536,Online,10,16
1536,In-store,6,13
1537,Online,11,15
1538,Online,15,21
1538,In-store,10,15
1538,Online,11,13
1539,Online,10,16
1539,Online,10,16
1539,Online,15,20
1540,In-store,9,12
1540,In-store,5,11
1541,Online,13,16
1542,In-store,5,12
1542,Online,12,19
1542,In-store,5,8
1542,In-store,9,11
1543,Online,10,18
1543,Online,10,17
1544,In-store,7,11
1544,Online,14,18
1545,In-store,8,14
1546,In-store,9,17
1547,Online,10,17
1547,Online,10,17
1548,Online,11,13
1548,In-store,7,13
1549,In-store,6,10
1550,In-store,5,11
1550,In-store,9,11
1551,In-store,9,12
1552,In-store,8,13
1553,In-store,5,13
1554,In-store,9,17
1554,In-store,5,12
1554,Online,8,10
1555,Online,9,17
1556,In-store,6,12
1556,In-store,8,11
1557,In-store,5,8
1558,In-store,9,14
1558,Online,12,17
1559,In-store,9,13
1560,Online,9,13
1560,In-store,8,10
1561,In-store,9,11
1562,In-store,6,12
1563,Online,11,18
1563,In-store,5,11
1564,In-store,9,14
1564,In-store,5,11
1564,Online,8,12
1564,In-store,8,14
1565,In-store,6,11
1565,In-store,5,13
1565,Online,10,18
1565,Online,15,22
1566,Online,9,12
1567,Online,11,13
1567,In-store,8,10
1567,In-store,9,17
1568,In-store,10,14
1568,In-store,6,13
1568,In-store,5,13
1568,In-store,10,14
1569,In-store,8,12
1569,Online,11,19
1569,In-store,7,15
1569,In-store,6,12
1569,In-store,5,9
1569,Online,13,18
1569,In-store,6,8
1569,In-store,9,16
1569,In-store,8,11
1569,Online,8,16
1569,In-store,6,13
1569,In-store,6,11
1569,Online,10,12
1570,Online,8,15
1571,In-store,9,11
1572,In-store,8,15
1572,In-store,7,15
1572,In-store,9,16
1573,In-store,8,12
1574,In-store,5,10
1574,In-store,9,12
1574,In-store,7,12
1575,In-store,9,12
1576,Online,15,18
1576,In-store,10,14
1577,In-store,7,14
1578,Online,12,15
1578,In-store,9,17
1578,In-store,10,14
1578,In-store,5,12
1579,Online,10,17
1579,Online,10,14
1580,In-store,7,14
1580,In-store,5,8
1581,In-store,9,16
1582,In-store,8,14
1582,In-store,7,10
1582,Online,14,17
1582,In-store,10,18
1583,In-store,8,13
1583,In-store,10,16
1584,In-store,5,9
1584,In-store,6,11
1585,In-store,9,11
1585,In-store,7,12
1585,In-store,10,14
1586,In-store,7,14
1586,In-store,7,15
1586,In-store,7,15
1587,In-store,9,14
1588,Online,13,16
1588,Online,11,19
1589,Online,12,20
1589,In-store,5,12
1589,In-store,6,14
1590,Online,14,16
1590,Online,12,20
1590,Online,8,12
1590,In-store,8,16
1591,In-store,8,12
1591,In-store,5,12
1591,In-store,10,14
1591,Online,13,21
1592,Online,14,21
1593,Online,10,16
1593,In-store,7,15
1593,In-store,7,9
1593,In-store,5,9
1594,In-store,7,11
1595,Online,8,16
1595,Online,12,19
1596,In-store,8,12
1596,In-store,5,10
1597,Online,10,13
1598,In-store,9,11
1598,In-store,8,15
1599,In-store,10,14
1599,Online,13,16
1600,In-store,10,17
1600,In-store,5,13
1601,In-store,9,17
1601,Online,13,20
1602,In-store,9,17
1602,In-store,10,15
1603,Online,9,17
1604,Online,11,14
1604,Online,10,18
1605,In-store,5,12
1605,Online,12,15
1606,In-store,9,17
1606,In-store,9,12
1607,Online,9,14
1607,In-store,5,9
1607,Online,12,16
1608,In-store,8,14
1609,In-store,7,15
1609,In-store,5,8
1610,Online,12,16
1611,Online,14,16
1611,Online,14,22
1611,In-store,5,13
1611,In-store,10,16
1612,Online,9,13
1612,In-store,10,13
1613,Online,9,14
1613,Online,9,13
1613,In-store,10,17
1613,In-store,10,12
1614,In-store,7,14
1614,In-store,5,13
1615,In-store,5,12
1616,Online,8,11
1616,In-store,10,16
1617,Online,9,13
1617,In-store,7,9
1618,In-store,5,10
1618,In-store,7,14
1618,In-store,6,12
1618,In-store,6,12
1619,In-store,10,16
1619,Online,11,18
1620,Online,13,19
1620,Online,11,14
1621,In-store,10,14
1622,Online,8,13
1622,In-store,5,11
1623,In-store,8,12
1624,In-store,9,17
1625,Online,11,15
1626,Online,9,13
1627,In-store,6,9
1628,Online,10,16
1628,Online,11,14
1628,In-store,9,16
1629,In-store,6,10
1629,In-store,5,9
1629,In-store,9,16
1630,Online,13,18
1630,In-store,9,12
1630,In-store,8,16
1631,In-store,10,17
1631,Online,11,16
1632,In-store,10,14
1632,Online,15,17
1632,Online,10,13
1633,In-store,8,16
1633,In-store,9,15
1633,In-store,6,10
1634,Online,8,11
1635,In-store,5,12
1636,Online,10,16
1637,Online,10,12
1637,In-store,10,14
1637,In-store,8,10
1638,In-store,5,12
1638,Online,9,17
1638,In-store,9,16
1638,In-store,7,13
1639,In-store,7,9
1639,Online,12,17
1639,In-store,7,11
1639,In-store,8,12
1639,Online,12,14
1639,In-store,10,17
1639,In-store,9,17
1639,In-store,7,10
1640,In-store,6,9
1641,In-store,5,7
1641,In-store,9,14
1642,In-store,5,9
1642,In-store,10,17
1642,In-store,8,11
1642,Online,10,13
1643,In-store,5,13
1643,Online,10,14
1643,In-store,7,14
1644,In-store,6,10
1644,In-store,5,10
1644,In-store,6,13
1645,In-store,10,14
1646,In-store,7,13
1646,In-store,6,12
1646,In-store,10,18
1647,Online,11,15
1648,Online,10,15
1648,In-store,9,11
1648,Online,13,20
1648,Online,15,20
1649,In-store,6,9
1650,Online,10,14
1650,Online,13,15
1650,In-store,7,12
1650,In-store,7,14
1651,Online,8,15
1652,Online,9,17
1652,In-store,6,11
1653,Online,15,22
1653,Online,9,13
1654,In-store,9,16
1654,In-store,8,14
1655,In-store,7,12
1655,In-store,5,10
1655,In-store,5,7
1656,Online,8,15
1656,In-store,9,12
1656,In-store,6,13
1656,In-store,10,13
1657,Online,9,15
1657,In-store,8,12
1658,In-store,8,13
1658,In-store,7,11
1659,In-store,8,12
1659,Online,11,19
1659,Online,14,22
1659,Online,12,20
1660,Online,8,15
1661,In-store,6,8
1661,In-store,6,12
1662,In-store,5,12
1663,Online,9,17
1663,In-store,8,12
1663,In-store,5,13
1663,In-store,10,13
1664,In-store,9,14
1665,In-store,9,14
1665,In-store,6,12
1666,In-store,9,15
1667,In-store,8,14
1668,In-store,10,15
1668,In-store,6,14
1668,In-store,7,12
1669,In-store,7,9
1670,Online,11,18
1670,Online,10,18
1670,In-store,9,13
1670,In-store,8,14
1671,In-store,6,9
1671,Online,8,13
1672,In-store,5,11
1673,In-store,10,16
1674,In-store,7,15
1675,Online,14,22
1675,Online,9,16
1675,In-store,10,14
1675,Online,10,17
1676,In-store,7,13
1677,Online,14,17
1678,In-store,10,14
1679,Online,15,21
1680,In-store,6,10
1681,In-store,10,16
1681,In-store,10,16
1682,Online,10,17
1682,In-store,8,13
1683,In-store,8,13
1684,In-store,8,15
1684,In-store,7,11
1684,In-store,6,12
1684,Online,15,19
1684,In-store,7,10
1684,Online,13,17
1685,In-store,8,15
1685,Online,15,18
1685,In-store,8,13
1685,In-store,7,9
1685,In-store,8,15
1685,In-store,5,7
1685,Online,11,14
1685,In-store,7,12
1685,In-store,5,13
1685,In-store,6,12
1685,In-store,7,10
1685,Online,9,16
1685,In-store,9,16
1686,Online,10,12
1686,Online,8,11
1686,In-store,9,15
1686,In-store,9,12
1687,Online,13,15
1687,Online,15,20
1688,Online,9,15
1689,In-store,8,15
1690,In-store,7,11
1691,Online,12,20
1692,Online,10,16
1693,In-store,7,11
1694,In-store,6,13
1695,In-store,5,11
1695,In-store,8,13
1696,In-store,8,13
1696,In-store,9,16
1697,In-store,6,12
1697,In-store,9,16
1698,In-store,7,10
1698,In-store,6,11
1698,In-store,8,14
1699,In-store,7,11
1700,In-store,5,13
1701,In-store,7,15
1702,Online,14,22
1703,In-store,5,7
1703,Online,13,15
1704,Online,13,16
1704,In-store,9,12
1704,In-store,6,14
1704,In-store,7,10
1705,In-store,8,12
1705,In-store,10,12
1706,In-store,10,15
1707,In-store,7,15
1707,Online,8,12
1708,Online,8,10
1709,In-store,8,15
1709,In-store,10,13
1709,Online,15,19
1710,Online,10,12
1710,Online,14,20
1710,In-store,9,16
1711,In-store,9,14
1712,In-store,6,10
1712,In-store,7,13
1713,In-store,8,10
1714,In-store,7,14
1715,In-store,10,12
1715,In-store,10,15
1715,In-store,9,13
1715,Online,13,18
1716,In-store,10,16
1716,In-store,7,10
1717,In-store,5,12
1718,In-store,9,16
1718,In-store,8,14
1718,Online,11,19
1718,Online,11,16
1719,In-store,10,17
1720,Online,12,17
1720,Online,14,17
1721,In-store,6,11
1721,In-store,5,7
1722,Online,12,15
1723,Online,8,16
1724,In-store,5,7
1725,In-store,9,11
1725,In-store,7,13
1726,Online,10,14
1726,In-store,8,14
1727,Online,10,13
1727,In-store,10,18
1728,In-store,10,14
1728,Online,13,15
1729,In-store,5,7
1730,In-store,5,9
1730,In-store,9,11
1730,In-store,5,12
1731,In-store,10,18
1732,Online,8,10
1732,In-store,5,7
1732,In-store,6,8
1733,In-store,7,10
1734,Online,15,19
1734,In-store,7,14
1734,Online,12,18
1734,In-store,6,8
1734,In-store,8,10
1734,In-store,7,12
1734,In-store,5,12
1734,Online,10,16
1734,In-store,6,12
1734,In-store,9,14
1734,Online,8,16
1734,In-store,8,10
1734,Online,12,16
1735,Online,9,13
1736,In-store,6,8
1737,Online,13,17
1737,Online,15,23
1737,In-store,9,17
1738,Online,11,16
1738,Online,15,17
1738,In-store,10,14
1738,Online,13,15
1739,Online,9,14
1739,Online,15,21
1740,In-store,5,7
1741,Online,9,16
1742,In-store,5,9
1743,In-store,6,10
1744,In-store,8,15
1744,Online,8,16
1744,In-store,5,10
1745,Online,14,18
1745,Online,9,17
1745,In-store,6,13
1745,In-store,5,10
1746,Online,10,12
1747,Online,15,22
1747,In-store,9,13
1748,Online,12,15
1749,In-store,5,8
1749,In-store,8,16
1749,Online,10,18
1750,Online,8,13
1750,In-store,9,12
1751,In-store,6,10
1751,Online,12,19
1752,In-store,10,13
1752,In-store,9,16
1753,In-store,5,12
1753,In-store,6,10
1754,Online,9,17
1754,In-store,10,18
1754,In-store,10,14
1754,Online,8,10
1755,In-store,8,16
1755,In-store,5,10
1756,In-store,5,13
1757,Online,8,10
1757,Online,12,14
1758,Online,12,20
1758,Online,11,17
1759,In-store,8,11
1759,Online,10,16
1759,In-store,9,12
1759,Online,15,23
1760,In-store,7,14
1761,In-store,6,10
1762,In-store,10,16
1763,In-store,10,18
1764,In-store,7,14
1764,Online,11,14
1764,In-store,9,11
1765,In-store,10,15
1765,Online,10,14
1766,In-store,8,10
1767,In-store,5,11
1767,In-store,7,14
1767,Online,8,12
1767,In-store,9,16
1768,In-store,7,10
1769,In-store,7,12
1769,In-store,8,15
1770,Online,8,11
1771,In-store,9,11
1771,In-store,7,15
1772,In-store,10,15
1773,In-store,8,10
1773,In-store,6,8
1773,In-store,7,11
1773,In-store,6,12
1774,In-store,10,12
1775,In-store,9,12
1776,Online,13,21
1776,In-store,7,10
1776,In-store,5,13
1777,Online,9,17
1778,In-store,7,13
1779,In-store,7,14
1780,In-store,7,11
1781,In-store,7,15
1781,Online,13,19
1782,Online,9,12
1782,Online,8,12
1783,Online,12,15
1784,In-store,7,14
1784,In-store,5,7
1784,In-store,5,8
1784,Online,15,23
1785,In-store,8,16
1785,In-store,10,14
1786,Online,13,17
1786,In-store,9,12
1787,In-store,10,18
1787,In-store,6,14
1787,Online,11,14
1788,Online,14,17
1788,Online,9,17
1789,Online,14,17
1789,Online,14,22
1789,Online,9,17
1790,Online,8,13
1791,Online,9,16
1791,In-store,6,11
1791,Online,15,22
1791,In-store,7,12
1792,Online,13,21
1792,In-store,7,10
1792,In-store,6,12
1793,In-store,10,16
1793,In-store,7,11
1793,In-store,9,16
1794,In-store,7,13
1795,Online,9,11
1795,In-store,8,16
1795,In-store,8,13
1795,In-store,10,15
1795,Online,14,19
1795,In-store,8,10
1795,In-store,7,13
1795,In-store,6,9
1795,Online,13,18
1795,In-store,10,14
1795,In-store,6,8
1796,Online,13,17
1796,In-store,6,13
1796,Online,11,16
1796,In-store,7,13
1796,Online,12,17
1796,Online,12,20
1797,In-store,8,11
1797,Online,15,19
1798,In-store,7,13
1799,Online,10,15
1800,Online,11,16
1801,In-store,7,13
1801,In-store,5,13
1801,In-store,10,15
1801,In-store,7,10
1801,In-store,10,14
1802,In-store,9,13
1802,In-store,7,9
1802,In-store,8,12
1802,Online,8,12
1803,In-store,8,10
1803,Online,14,16
1803,In-store,6,11
1804,Online,12,18
1804,In-store,10,15
1805,Online,13,18
1805,Online,11,16
1806,In-store,5,10
1806,In-store,6,8
1806,In-store,6,11
1807,In-store,8,12
1807,In-store,8,11
1807,In-store,5,8
1808,Online,10,12
1808,In-store,6,14
1809,In-store,6,12
1809,Online,12,19
1810,In-store,6,13
1811,In-store,5,9
1811,Online,10,13
1811,Online,9,15
1812,Online,10,15
1812,In-store,9,11
1813,In-store,10,18
1813,In-store,7,12
1814,In-store,5,9
1814,In-store,5,10
1814,In-store,9,16
1815,In-store,9,15
1815,In-store,8,16
1815,Online,10,15
1816,In-store,6,11
1816,In-store,7,14
1816,Online,13,17
1817,Online,10,12
1817,In-store,5,11
1817,In-store,5,9
1818,In-store,6,12
1818,In-store,8,16
1819,In-store,8,11
1819,Online,14,18
1819,In-store,10,13
1820,Online,11,15
1820,In-store,9,17
1820,In-store,7,12
1821,Online,9,16
1821,In-store,8,10
1822,In-store,5,9
1822,Online,10,14
1823,In-store,9,16
1824,In-store,7,9
1824,Online,12,15
1825,Online,8,15
1825,Online,9,17
1825,In-store,5,13
1826,In-store,8,16
1826,Online,15,17
1826,Online,10,14
1826,In-store,9,11
1827,In-store,9,17
1827,In-store,8,14
1827,In-store,10,15
1828,Online,15,17
1828,Online,12,16
1828,In-store,7,13
1829,In-store,5,11
1829,Online,8,13
1829,In-store,9,14
1829,In-store,5,12
1830,In-store,6,12
1831,In-store,7,15
1832,Online,10,13
1833,In-store,6,8
1833,In-store,5,12
1834,Online,11,13
1834,In-store,9,14
1835,In-store,6,11
1835,Online,8,12
1835,In-store,7,11
1835,Online,13,17
1836,In-store,8,14
1837,Online,8,11
1837,In-store,7,13
1837,Online,9,14
1837,In-store,7,15
1838,In-store,9,17
1838,In-store,7,10
1838,Online,10,16
1839,In-store,6,14
1840,Online,10,15
1840,In-store,5,13
1840,Online,9,16
1840,Online,10,18
1841,Online,8,16
1841,Online,8,10
1842,In-store,8,14
1842,In-store,5,9
1843,In-store,10,16
1843,Online,10,18
1844,In-store,10,15
1844,In-store,5,8
1845,Online,12,14
1845,In-store,5,7
1845,Online,11,19
1845,Online,14,16
1846,In-store,10,17
1847,In-store,9,11
1848,In-store,6,12
1848,Online,11,13
1849,In-store,9,13
1849,In-store,5,8
1849,Online,14,20
1850,Online,14,22
1850,In-store,8,12
1851,In-store,8,14
1851,Online,12,18
1851,Online,14,20
1851,Online,12,20
1851,Online,13,15
1851,In-store,6,11
1851,In-store,10,16
1851,In-store,5,11
1851,In-store,6,10
1851,Online,11,18
1851,In-store,10,14
1851,Online,11,14
1852,In-store,7,13
1852,Online,14,17
1853,In-store,6,12
1853,Online,8,10
1854,Online,15,18
1855,In-store,6,9
1855,In-store,6,9
1855,In-store,5,8
1855,In-store,5,9
1856,In-store,9,11
1857,Online,15,18
1858,In-store,8,14
1859,In-store,6,13
1860,In-store,9,17
1861,In-store,5,10
1862,In-store,10,15
1862,In-store,7,14
1863,In-store,9,11
1864,In-store,6,11
1865,Online,13,20
1865,In-store,6,14
1865,In-store,9,13
1865,In-store,8,16
1866,Online,13,17
1866,In-store,7,12
1866,In-store,6,10
1866,In-store,7,9
1866,In-store,5,9
1866,In-store,8,15
1867,In-store,8,13
1868,In-store,5,13
1868,In-store,8,13
1869,In-store,8,13
1869,In-store,9,16
1869,In-store,9,12
1869,In-store,9,13
1870,In-store,5,9
1871,In-store,9,15
1872,In-store,8,13
1872,In-store,5,11
1872,In-store,10,14
1872,In-store,6,9
1873,Online,11,17
1873,In-store,5,9
1874,In-store,6,11
1875,Online,12,20
1875,Online,13,16
1876,In-store,6,14
1876,In-store,6,10
1876,In-store,8,15
1876,In-store,10,18
1877,In-store,6,8
1877,Online,8,14
1878,In-store,7,10
1878,Online,14,22
1879,Online,8,11
1880,Online,8,11
1880,In-store,7,12
1880,In-store,7,9
1881,Online,14,22
1881,Online,9,15
1882,In-store,6,8
1882,Online,13,20
1883,In-store,8,12
1884,Online,13,15
1884,In-store,6,8
1884,Online,10,16
1884,In-store,9,16
1885,In-store,9,17
1885,Online,11,16
1885,In-store,9,15
1885,In-store,7,9
1886,In-store,8,12
1887,Online,15,17
1887,Online,9,14
1887,Online,8,12
1887,In-store,7,11
1887,Online,11,15
1888,In-store,5,12
1888,In-store,7,10
1889,In-store,8,16
1889,In-store,6,9
1890,In-store,7,15
1890,In-store,9,14
1891,In-store,8,10
1891,In-store,6,9
1891,In-store,8,11
1891,In-store,10,18
1892,Online,14,16
1892,In-store,6,10
1892,In-store,7,13
1893,In-store,10,17
1894,In-store,10,15
1894,In-store,10,16
1895,Online,15,22
1895,In-store,5,11
1895,In-store,10,17
1895,In-store,6,12
1896,Online,11,13
1897,In-store,5,11
1897,In-store,6,14
1897,In-store,9,15
1898,In-store,5,7
1899,Online,10,17
1899,In-store,6,9
1900,Online,8,13
1901,In-store,6,12
1901,In-store,6,9
1902,Online,9,16
1902,In-store,5,7
1903,In-store,8,12
1904,Online,15,17
1904,In-store,6,8
1904,In-store,8,16
1904,Online,13,20
1905,In-store,10,14
1905,Online,13,18
1905,In-store,6,13
1906,In-store,6,12
1907,In-store,8,14
1908,In-store,10,13
1909,In-store,10,17
1910,In-store,5,12
1911,In-store,10,18
1912,In-store,9,13
1912,In-store,6,12
1913,Online,11,18
1914,Online,15,22
1915,In-store,6,12
1915,In-store,10,14
1916,In-store,10,16
1916,In-store,10,18
1917,Online,8,16
1917,In-store,5,10
1917,In-store,10,15
1917,Online,15,22
1918,In-store,5,10
1919,In-store,6,14
1920,In-store,7,13
1920,In-store,6,13
1921,Online,9,12
1922,In-store,6,13
1922,In-store,5,12
1922,Online,8,12
1922,In-store,5,9
1923,In-store,6,9
1923,Online,14,20
1924,Online,13,20
1924,In-store,7,13
1924,In-store,9,13
1925,In-store,9,16
1925,In-store,8,11
1926,Online,12,17
1926,Online,11,13
1927,Online,15,19
1927,In-store,6,13
1927,Online,13,19
1928,Online,9,15
1929,In-store,7,15
1929,In-store,7,15
1929,Online,10,18
1929,In-store,6,9
1930,In-store,6,11
1931,In-store,8,16
1931,In-store,10,14
1932,In-store,9,12
1932,In-store,9,15
1933,In-store,7,10
1933,Online,14,17
1933,In-store,7,14
1933,In-store,8,12
1934,In-store,5,9
1935,Online,14,21
1935,In-store,5,12
1936,In-store,10,14
1936,In-store,7,14
1937,In-store,8,16
1938,In-store,10,13
1939,In-store,7,10
1940,Online,13,15
1941,Online,12,15
1942,In-store,9,12
1942,Online,13,20
1943,Online,8,16
1943,In-store,10,12
1944,In-store,9,14
1944,Online,10,15
1945,In-store,10,14
1946,In-store,10,14
1946,Online,11,13
1946,In-store,9,16
1946,Online,15,22
1946,In-store,8,12
1946,In-store,6,9
1946,In-store,8,15
1946,Online,14,21
1947,In-store,9,12
1947,In-store,6,12
1948,Online,8,13
1948,In-store,6,10
1948,Online,15,17
1949,In-store,8,15
1950,In-store,9,11
1951,In-store,10,16
1951,In-store,9,16
1952,Online,10,18
1953,In-store,8,11
1954,In-store,5,12
1955,In-store,9,11
1956,In-store,6,11
1956,Online,12,16
1956,In-store,6,11
1957,In-store,9,15
1957,In-store,10,17
1957,In-store,5,7
1957,Online,13,20
1957,Online,10,17
1957,In-store,10,14
1957,In-store,9,11
1957,In-store,7,15
1957,In-store,9,15
1957,Online,11,13
1957,In-store,5,10
1957,In-store,8,11
1957,In-store,5,8
1957,In-store,9,17
1958,In-store,7,14
1959,In-store,10,14
1960,Online,15,18
1961,Online,11,13
1961,In-store,6,13
1962,Online,14,20
1963,In-store,6,11
1963,Online,8,15
1963,In-store,9,15
1964,Online,14,22
1964,In-store,10,16
1964,In-store,7,13
1965,In-store,10,14
1965,In-store,7,11
1965,In-store,8,15
1965,In-store,10,16
1966,In-store,7,15
1966,Online,8,12
1966,In-store,9,14
1966,In-store,6,14
1967,Online,14,21
1967,Online,15,17
1967,In-store,8,15
1967,In-store,8,15
1968,In-store,9,15
1968,Online,13,19
1968,In-store,8,10
1969,Online,14,22
1970,Online,12,17
1971,In-store,7,9
1971,In-store,10,17
1972,In-store,8,16
1972,Online,14,19
1972,In-store,10,17
1972,In-store,5,7
1973,Online,9,17
1974,In-store,9,12
1974,In-store,5,10
1974,Online,13,19
1975,Online,11,18
1975,In-store,10,15
1976,In-store,7,14
1976,Online,9,12
1976,In-store,5,12
1977,In-store,6,9
1978,Online,11,18
1979,In-store,7,12
1980,In-store,7,10
1981,In-store,6,13
1981,In-store,10,16
1981,Online,13,21
1981,In-store,6,13
1982,Online,8,10
1983,In-store,9,15
1984,In-store,8,16
1984,In-store,10,17
1985,Online,14,17
1985,Online,8,11
1986,In-store,9,17
1986,Online,15,19
1986,In-store,10,14
1986,In-store,6,9
1987,In-store,6,11
1987,In-store,7,11
1987,Online,10,14
1988,Online,13,20
1988,Online,10,12
1988,In-store,10,13
1989,In-store,6,8
1989,Online,8,13
1990,Online,13,21
1990,In-store,7,12
1990,Online,14,20
1991,In-store,5,10
1992,In-store,6,14
1993,In-store,7,14
1994,In-store,8,12
1994,In-store,6,9
1994,In-store,7,12
1994,Online,10,12
1995,In-store,5,9
1995,In-store,6,14
1995,In-store,8,15
1995,Online,12,20
1996,Online,12,17
1996,In-store,5,9
1996,In-store,10,16
1997,Online,11,13
1998,In-store,8,14
1999,Online,11,13
1999,In-store,10,16
1999,Online,11,18
1999,Online,10,18
1999,In-store,8,14
1999,In-store,9,14
1999,In-store,6,10
1999,In-store,5,11
1999,Online,12,15
1999,Online,14,22
2000,In-store,9,11
2000,Online,11,15
2000,Online,14,18
2000,In-store,8,12
2000,Online,9,13
2000,In-store,6,13
2000,In-store,7,9
2000,In-store,9,14
2000,Online,13,19
2000,Online,15,21
2000,In-store,9,15
2001,Online,15,22
2001,Online,10,13
2001,Online,11,14
2001,In-store,9,11
2002,Online,14,18
2002,In-store,5,8
2002,In-store,9,15
2003,In-store,6,11
2004,In-store,7,13
2004,Online,14,17
2004,In-store,5,10
2005,In-store,6,8
2005,Online,11,14
2005,Online,10,18
2005,In-store,9,14
2006,In-store,6,14
2006,In-store,8,12
2006,In-store,7,12
2006,In-store,9,13
2007,In-store,8,11
2007,In-store,5,8
2008,In-store,5,12
2009,Online,12,18
2010,Online,15,21
2010,Online,8,10
2010,In-store,7,9
2010,In-store,6,8
2011,In-store,5,12
2011,In-store,8,13
2011,In-store,7,10
2011,In-store,5,11
2012,In-store,6,12
2012,In-store,8,13
2013,Online,14,17
2013,In-store,10,18
2013,Online,10,15
2014,In-store,8,16
2015,In-store,9,16
2016,Online,8,10
2016,Online,12,18
2016,In-store,10,13
2017,In-store,7,14
2017,Online,11,17
2018,In-store,10,13
2018,In-store,7,11
2018,Online,13,16
2018,In-store,6,11
2019,In-store,7,10
2020,Online,14,20
2021,In-store,6,10
2021,Online,12,19
2021,In-store,7,12
2021,Online,12,16
2022,In-store,9,14
2022,In-store,8,10
2023,In-store,7,15
2024,In-store,9,11
2024,In-store,6,12
2024,In-store,8,15
2025,In-store,8,10
2025,Online,14,16
2026,In-store,10,13
2027,In-store,9,15
2027,Online,12,20
2028,Online,14,19
2029,In-store,6,9
2029,In-store,5,11
2030,Online,14,22
2030,In-store,6,13
2031,In-store,6,12
2031,In-store,9,16
2031,Online,13,18
2032,In-store,10,17
2033,In-store,9,17
2033,In-store,5,13
2033,In-store,5,8
2033,Online,10,17
2034,In-store,7,12
2034,Online,8,11
2035,In-store,10,14
2036,Online,8,15
2036,In-store,10,15
2036,In-store,6,14
2037,In-store,10,14
2038,In-store,10,15
2039,In-store,9,11
2040,In-store,9,16
2041,In-store,8,16
2042,In-store,8,15
2042,In-store,5,7
2042,In-store,5,8
2043,Online,12,16
2044,Online,15,22
2044,Online,8,10
2045,In-store,6,14
2046,Online,12,17
2046,In-store,5,9
2047,In-store,9,13
2047,In-store,5,11
2047,In-store,6,12
2048,Online,11,15
2049,Online,8,12
2049,In-store,6,8
2049,Online,11,16
2050,In-store,6,10
2050,In-store,10,12
2050,Online,9,11
2050,In-store,8,11
2051,Online,15,20
2051,Online,8,12
2051,Online,9,13
2051,In-store,10,14
2052,Online,13,17
2052,In-store,5,8
2052,Online,13,16
2052,In-store,10,15
2053,Online,15,22
2053,In-store,7,13
2054,In-store,5,11
2054,Online,8,14
2055,In-store,9,16
2055,Online,13,18
2056,Online,14,21
2056,In-store,6,13
2056,Online,13,21
2057,In-store,8,15
2057,In-store,10,17
2058,In-store,5,7
2058,Online,13,20
2059,In-store,10,12
2059,In-store,6,8
2059,Online,8,12
2060,Online,10,13
2060,In-store,10,16
2061,Online,14,16
2061,In-store,10,14
2062,In-store,10,16
2063,Online,15,22
2064,Online,9,12
2064,In-store,5,13
2064,Online,14,19
2064,In-store,5,10
2065,Online,11,16
2065,Online,9,13
2065,In-store,8,12
2066,In-store,7,9
2066,In-store,7,15
2067,In-store,6,12
2068,Online,14,16
2068,In-store,7,9
2069,In-store,6,10
2069,Online,14,19
2070,In-store,6,10
2070,Online,10,16
